S300 Angle scan, bar, 3LS lens, cookies for lens, air gap for the prizm-MCP
beam_s330_105       17 2017    2017    1  6  105.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_s330_110       18 2017    2017    1  6  110.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_s330_115       19 2017    2017    1  6  115.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_s330_120       20 2017    2017    1  6  120.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_s330_125       21 2017    2017    1  6  125.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_s330_130       22 2017    2017    1  6  130.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_s330_135       23 2017    2017    1  6  135.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_s330_140       24 2017    2017    1  6  140.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_s330_145       25 2017    2017    1  6  145.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    

S331 Theta scan; phi=0; bar + grease + 3LC lens
beam_17253233933    0  2017    2017    1  6  20.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254031211    1  2017    2017    1  6  25.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17253192643    2  2017    2017    1  6  30.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254094201    3  2017    2017    1  6  35.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17253195712    4  2017    2017    1  6  40.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254092959    5  2017    2017    1  6  45.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17253202748    6  2017    2017    1  6  50.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254090322    7  2017    2017    1  6  55.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17253205819    8  2017    2017    1  6  60.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254095328    9  2017    2017    1  6  65.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17253213338    10 2017    2017    1  6  70.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254100438    11 2017    2017    1  6  75.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17253220547    12 2017    2017    1  6  80.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254101544    13 2017    2017    1  6  85.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17253223758    14 2017    2017    1  6  90.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254102621    15 2017    2017    1  6  95.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17253230713    16 2017    2017    1  6  100.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254103710    17 2017    2017    1  6  105.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254063100    18 2017    2017    1  6  110.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254104756    19 2017    2017    1  6  115.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254070617    20 2017    2017    1  6  120.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254083734    21 2017    2017    1  6  125.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254074316    22 2017    2017    1  6  130.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254110232    23 2017    2017    1  6  135.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254081240    24 2017    2017    1  6  140.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254111419    25 2017    2017    1  6  145.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17254112735    26 2017    2017    1  6  150.00  0.00    447.00  85.00   70.00   0.00    7.00    3.00    

S332 Theta scan; phi=0; bar + grease + 3LS lens
beam_s332_20        0  2017    2017    1  3  20.11   0.23    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_25        1  2017    2017    1  3  25.15   0.32    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_30        2  2017    2017    1  3  30.17   0.29    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_40        3  2017    2017    1  3  40.00   0.32    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_50        4  2017    2017    1  3  49.94   0.23    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_60        5  2017    2017    1  3  60.00   0.17    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_70        6  2017    2017    1  3  70.11   0.14    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_80        7  2017    2017    1  3  80.11   0.14    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_90        8  2017    2017    1  3  90.03   0.00    447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_100       9  2017    2017    1  3  99.72   -0.06   447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_110       10 2017    2017    1  3  110.11  -0.26   447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_120       11 2017    2017    1  3  120.11  -0.29   447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_130       12 2017    2017    1  3  130.34  -0.29   447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_140       13 2017    2017    1  3  140.30  -0.30   447.00  85.00   66.20   15.20   7.00    3.00    
beam_s332_150       14 2017    2017    1  3  150.11  -0.31   447.00  85.00   66.20   15.20   7.00    3.00    

S333 X scan; theta=25; phi=0; bar + grease + 3LS lens
beam_17255140703    0  2017    2017    1  3  25.00   0.00    447.00  69.00   70.00   0.00    7.00    3.00    
beam_17255160454    1  2017    2017    1  3  25.00   0.00    447.00  -15.00  70.00   0.00    7.00    3.00    
beam_17255155835    2  2017    2017    1  3  25.00   0.00    447.00  -5.00   70.00   0.00    7.00    3.00    
beam_17255155308    3  2017    2017    1  3  25.00   0.00    447.00  25.00   70.00   0.00    7.00    3.00    
beam_17255154850    4  2017    2017    1  3  25.00   0.00    447.00  29.00   70.00   0.00    7.00    3.00    
beam_17255154411    5  2017    2017    1  3  25.00   0.00    447.00  33.00   70.00   0.00    7.00    3.00    
beam_17255153904    6  2017    2017    1  3  25.00   0.00    447.00  37.00   70.00   0.00    7.00    3.00    
beam_17255153345    7  2017    2017    1  3  25.00   0.00    447.00  41.00   70.00   0.00    7.00    3.00    
beam_17255140213    8  2017    2017    1  3  25.00   0.00    447.00  45.00   70.00   0.00    7.00    3.00    
beam_17255135819    9  2017    2017    1  3  25.00   0.00    447.00  49.00   70.00   0.00    7.00    3.00    
beam_17255135222    10 2017    2017    1  3  25.00   0.00    447.00  53.00   70.00   0.00    7.00    3.00    
beam_17255134834    11 2017    2017    1  3  25.00   0.00    447.00  57.00   70.00   0.00    7.00    3.00    
beam_17255134435    12 2017    2017    1  3  25.00   0.00    447.00  61.00   70.00   0.00    7.00    3.00    
beam_17255134047    13 2017    2017    1  3  25.00   0.00    447.00  65.00   70.00   0.00    7.00    3.00    
beam_17255152659    14 2017    2017    1  3  25.00   0.00    447.00  125.00  70.00   0.00    7.00    3.00    
beam_17255141056    15 2017    2017    1  3  25.00   0.00    447.00  73.00   70.00   0.00    7.00    3.00    
beam_17255141534    16 2017    2017    1  3  25.00   0.00    447.00  77.00   70.00   0.00    7.00    3.00    
beam_17255143352    17 2017    2017    1  3  25.00   0.00    447.00  81.00   70.00   0.00    7.00    3.00    
beam_17255144431    18 2017    2017    1  3  25.00   0.00    447.00  85.00   70.00   0.00    7.00    3.00    
beam_17255144946    19 2017    2017    1  3  25.00   0.00    447.00  89.00   70.00   0.00    7.00    3.00    
beam_17255145344    20 2017    2017    1  3  25.00   0.00    447.00  93.00   70.00   0.00    7.00    3.00    
beam_17255145801    21 2017    2017    1  3  25.00   0.00    447.00  97.00   70.00   0.00    7.00    3.00    
beam_17255150223    22 2017    2017    1  3  25.00   0.00    447.00  101.00  70.00   0.00    7.00    3.00    
beam_17255150625    23 2017    2017    1  3  25.00   0.00    447.00  105.00  70.00   0.00    7.00    3.00    
beam_17255151040    24 2017    2017    1  3  25.00   0.00    447.00  109.00  70.00   0.00    7.00    3.00    
beam_17255151437    25 2017    2017    1  3  25.00   0.00    447.00  113.00  70.00   0.00    7.00    3.00    
beam_17255151854    26 2017    2017    1  3  25.00   0.00    447.00  117.00  70.00   0.00    7.00    3.00    
beam_17255152233    27 2017    2017    1  3  25.00   0.00    447.00  121.00  70.00   0.00    7.00    3.00    

S334 Theta scan; phi=0; bar + grease + 3LS lens; 10 GeV/c
beam_s334_20        0  2017    2017    1  3  20.00   0.00    447.00  85.00   70.00   0.00    10.00   3.00    
beam_s334_25        1  2017    2017    1  3  25.00   0.00    447.00  85.00   70.00   0.00    10.00   3.00    
beam_s334_30        2  2017    2017    1  3  30.00   0.00    447.00  85.00   70.00   0.00    10.00   3.00    
beam_s334_60        3  2017    2017    1  3  60.00   0.00    447.00  85.00   70.00   0.00    10.00   3.00    
beam_s334_120       4  2017    2017    1  3  120.00  0.00    447.00  85.00   70.00   0.00    10.00   3.00    

S400 Fast angle scan. Bar, 3LS lens, grease everywere
beam_18212192129    0  2017    2017    1  3  20.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212192707    1  2017    2017    1  3  25.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212193358    2  2017    2017    1  3  30.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212194136    3  2017    2017    1  3  40.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212195303    4  2017    2017    1  3  50.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212200803    5  2017    2017    1  3  60.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212201933    6  2017    2017    1  3  70.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212202744    7  2017    2017    1  3  80.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212203705    8  2017    2017    1  3  90.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212205205    9  2017    2017    1  3  100.00  0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212210407    10 2017    2017    1  3  110.00  0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212211420    11 2017    2017    1  3  120.00  0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212212157    12 2017    2017    1  3  130.00  0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212214000    13 2017    2017    1  3  140.00  0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18212214716    14 2017    2017    1  3  150.00  0.00    442.00  85.00   70.00   16.45   7.00    10.00   

S401 High stat scan. Bar, 3LS lens, grease everywere
beam_401_20         0  2018    2018    1  3  19.66   -0.05   409.00  85.00   65.00   16.30   7.00    10.00   
beam_401_25         1  2018    2018    1  3  24.66   -0.05   409.00  85.00   65.00   16.30   7.00    10.00   
beam_401_30         2  2018    2018    1  3  29.77   -0.05   409.00  85.00   65.00   16.30   7.00    10.00   
beam_401_60         3  2018    2018    1  3  60.00   -0.05   409.00  85.00   65.00   16.30   7.00    10.00   
beam_401_90         4  2018    2018    1  3  89.89   -0.05   409.00  85.00   65.00   16.30   7.00    10.00   
beam_401_140        5  2018    2018    1  3  140.00  -0.05   409.00  85.00   65.00   16.30   7.00    10.00   

S402 Offset study. Bar, 3LS lens, grease everywere, 20 deg, 2 mV
beam_402_20         0  2018    2018    1  3  20.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   

S403 Theta scan @ phi = 0 deg. Bar, 3LS lens, grease everywere
beam_18215163732    0  2018    2018    1  3  19.54   -0.15   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215164946    1  2018    2018    1  3  24.54   -0.15   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215170338    2  2018    2018    1  3  29.43   -0.10   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215172752    3  2018    2018    1  3  34.54   -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215174559    4  2018    2018    1  3  39.54   -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215180516    5  2018    2018    1  3  44.54   -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215182758    6  2018    2018    1  3  49.66   -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215184548    7  2018    2018    1  3  54.89   -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215190401    8  2018    2018    1  3  60.00   -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215192247    9  2018    2018    1  3  65.00   -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215194145    10 2018    2018    1  3  70.11   0.00    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215200044    11 2018    2018    1  3  75.11   -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215201936    12 2018    2018    1  3  80.11   0.00    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215203823    13 2018    2018    1  3  85.00   0.00    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215210112    14 2018    2018    1  3  89.77   0.00    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215212118    15 2018    2018    1  3  94.66   0.00    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215213958    16 2018    2018    1  3  99.54   0.00    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215220217    17 2018    2018    1  3  104.54  -0.05   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215222213    18 2018    2018    1  3  109.54  0.00    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215224129    19 2018    2018    1  3  114.54  -0.08   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215230158    20 2018    2018    1  3  119.66  -0.08   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215231920    21 2018    2018    1  3  124.89  -0.08   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215233358    22 2018    2018    1  3  130.00  -0.08   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18215234920    23 2018    2018    1  3  134.89  -0.15   409.00  85.00   65.10   16.30   7.00    10.00   
beam_18216000538    24 2018    2018    1  3  140.00  -0.15   409.00  85.00   65.10   16.30   7.00    10.00   

S404 High stat run @ theta = 20 @ phi = 0 deg. Bar, 3LS lens, grease everywere
beam_404_20         0  2018    2018    1  3  20.00   0.00    409.00  85.00   65.10   16.45   7.00    10.00   
beam_404_25         1  2018    2018    1  3  25.00   0.00    409.00  85.00   65.10   16.45   7.00    10.00   

S405 Threshold scan @ 20 deg @ 7 GeV/c. Bar, 3LS lens, grease everywere
beam_18216095817    0  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216101618    1  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216103400    2  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216105109    3  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216110707    4  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216112220    5  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216113629    6  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216115110    7  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216120423    8  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   
beam_18216121904    9  2018    2018    1  3  20.00   0.00    442.00  85.00   65.10   16.45   7.00    10.00   

S406 Theta scan at phi = 5 deg. Bar, 3LS lens, grease everywere
beam_18216135640    0  2018    2018    1  3  19.48   5.11    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216141102    1  2018    2018    1  3  29.54   4.71    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216142557    2  2018    2018    1  3  39.60   5.46    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216144258    3  2018    2018    1  3  49.77   5.17    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216151341    4  2018    2018    1  3  60.05   5.11    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216153216    5  2018    2018    1  3  70.34   4.95    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216155109    6  2018    2018    1  3  80.29   4.98    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216161002    7  2018    2018    1  3  90.06   5.20    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216162947    8  2018    2018    1  3  99.66   5.10    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216165048    9  2018    2018    1  3  109.54  5.05    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216171151    10 2018    2018    1  3  119.60  5.28    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216173240    11 2018    2018    1  3  129.89  5.46    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216175149    12 2018    2018    1  3  140.22  5.40    409.00  85.00   65.10   16.45   7.00    10.00   

S407 Theta scan at phi = 10 deg. Bar, 3LS lens, grease everywere
beam_18217025337    0  2018    2018    1  3  19.48   10.40   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18217022618    1  2018    2018    1  3  29.54   10.06   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18217020804    2  2018    2018    1  3  39.89   10.29   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18217014909    3  2018    2018    1  3  49.89   10.29   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18217012945    4  2018    2018    1  3  60.17   10.23   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18217011020    5  2018    2018    1  3  70.11   9.94    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18217004709    6  2018    2018    1  3  80.29   10.23   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18217001626    7  2018    2018    1  3  90.06   10.23   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216235611    8  2018    2018    1  3  99.77   10.11   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216233650    9  2018    2018    1  3  109.66  9.94    409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216232116    10 2018    2018    1  3  119.83  10.29   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216230450    11 2018    2018    1  3  129.60  10.69   409.00  85.00   65.10   16.45   7.00    10.00   
beam_18216224323    12 2018    2018    1  3  140.23  10.34   409.00  85.00   65.10   16.45   7.00    10.00   

S408 Theta scan at phi = 15 deg. Bar, 3LS lens, grease everywere
beam_18217113055    0  2018    2018    1  3  19.54   14.66   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217114922    1  2018    2018    1  3  29.66   15.46   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217123110    2  2018    2018    1  3  39.42   15.46   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217125724    3  2018    2018    1  3  50.22   15.46   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217132900    4  2018    2018    1  3  59.88   15.58   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217135557    5  2018    2018    1  3  70.68   15.22   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217142313    6  2018    2018    1  3  80.58   15.92   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217145344    7  2018    2018    1  3  89.78   15.68   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217152331    8  2018    2018    1  3  99.32   15.58   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217165144    9  2018    2018    1  3  109.32  15.34   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217172018    10 2018    2018    1  3  119.42  16.26   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217175308    11 2018    2018    1  3  129.88  15.12   400.00  85.00   65.10   16.45   7.00    10.00   
beam_18217182228    12 2018    2018    1  3  140.58  15.12   400.00  85.00   65.10   16.45   7.00    10.00   

S409 Theta scan at phi = 2.5 deg. Bar, 3LS lens, grease everywere
beam_18218021228    0  2018    2018    1  3  19.60   2.50    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18218014740    1  2018    2018    1  3  29.71   2.50    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18218012045    2  2018    2018    1  3  40.17   2.67    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18218004711    3  2018    2018    1  3  50.11   2.44    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18218001701    4  2018    2018    1  3  59.89   2.73    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18217234746    5  2018    2018    1  3  69.89   2.56    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18217231747    6  2018    2018    1  3  80.46   2.44    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18217224253    7  2018    2018    1  3  89.94   2.61    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18217221819    8  2018    2018    1  3  100.11  2.56    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18217215134    9  2018    2018    1  3  110.11  2.56    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18217212916    10 2018    2018    1  3  119.77  2.90    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18217210456    11 2018    2018    1  3  130.40  2.67    409.00  85.00   65.10   16.30   7.00    10.00   
beam_18217204226    12 2018    2018    1  3  139.77  2.90    409.00  85.00   65.10   16.30   7.00    10.00   

S415 Momentum scan at theta = 25 deg and phi = 0 deg. Bar, 3LS lens, grease everywere
beam_415_2          0  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   2.00    10.00   
beam_415_3          1  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   3.00    10.00   
beam_415_4          2  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   4.00    10.00   
beam_415_5          3  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   5.00    10.00   
beam_415_6          4  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   6.00    10.00   
beam_415_7          5  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   7.00    10.00   
beam_415_8          6  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   8.00    10.00   
beam_415_9          7  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   9.00    10.00   
beam_415_10         8  2018    2018    1  3  24.66   -0.15   409.00  85.00   65.40   15.80   10.00   10.00   

S420 Z scan at theta = 90 deg and phi = 0 deg @ 7 GeV/c. Bar, 3LS lens, grease everywere
beam_18219154515    0  2018    2018    1  3  89.75   0.00    228.00  85.00   65.00   18.50   7.00    10.00   
beam_18219142232    1  2018    2018    1  3  89.75   0.00    402.00  85.00   65.00   18.50   7.00    10.00   
beam_18219161250    2  2018    2018    1  3  89.75   0.00    528.00  85.00   65.00   18.50   7.00    10.00   
beam_18219163624    3  2018    2018    1  3  89.75   0.00    628.00  85.00   65.00   18.50   7.00    10.00   
beam_18219165621    4  2018    2018    1  3  89.75   0.00    728.00  85.00   65.00   18.50   7.00    10.00   
beam_18219171427    5  2018    2018    1  3  89.75   0.00    828.00  85.00   65.00   18.50   7.00    10.00   

S421 With w/o EDD at theta = 25 deg and phi = 0 deg @ 7 GeV/c. Bar, 3LS lens, grease everywere
beam_421_wo         0  2018    2018    1  3  25.00   0.00    424.00  85.00   70.00   16.45   7.00    10.00   
beam_421_wi         1  2018    2018    1  3  25.00   0.00    424.00  85.00   70.00   16.45   7.00    10.00   

S422 Theta scan at phi = 0 deg @ 4 GeV/c. Bar, 3LS lens, grease everywere
beam_422_20         0  2018    2018    1  3  20.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_25         1  2018    2018    1  3  25.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_30         2  2018    2018    1  3  30.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_40         3  2018    2018    1  3  40.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_45         4  2018    2018    1  3  45.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_50         5  2018    2018    1  3  50.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_55         6  2018    2018    1  3  55.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_60         7  2018    2018    1  3  60.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_70         8  2018    2018    1  3  70.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_80         9  2018    2018    1  3  80.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_90         10 2018    2018    1  3  90.00   0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_100        11 2018    2018    1  3  100.00  0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_110        12 2018    2018    1  3  110.00  0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_120        13 2018    2018    1  3  120.00  0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_130        14 2018    2018    1  3  130.00  0.00    424.00  85.00   70.00   16.45   4.00    10.00   
beam_422_140        15 2018    2018    1  3  140.00  0.00    424.00  85.00   70.00   16.45   4.00    10.00   

S423 Fine theta scan at phi = 0 deg @ 1.5 GeV/c. Bar, 3LS lens, grease everywere
beam_18220141845    0  2018    2018    1  3  80.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220142854    1  2018    2018    1  3  85.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220132601    2  2018    2018    1  3  90.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220132829    3  2018    2018    1  3  91.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220133026    4  2018    2018    1  3  92.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220133224    5  2018    2018    1  3  93.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220133424    6  2018    2018    1  3  94.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220133641    7  2018    2018    1  3  95.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220133858    8  2018    2018    1  3  96.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220134101    9  2018    2018    1  3  97.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220134302    10 2018    2018    1  3  98.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220134524    11 2018    2018    1  3  99.00   0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220134739    12 2018    2018    1  3  100.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220134940    13 2018    2018    1  3  101.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220135147    14 2018    2018    1  3  102.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220135359    15 2018    2018    1  3  103.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220135600    16 2018    2018    1  3  104.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220135800    17 2018    2018    1  3  105.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220140009    18 2018    2018    1  3  110.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220140437    19 2018    2018    1  3  115.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220140652    20 2018    2018    1  3  120.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
